,Point_ID,Region,Province Code,Crop Type,Month Start Date,Month End Date,ACI Crop ID,Longitude,Latitude,File Name,Available
49,10,Alberta,AB,corn,2019-10-01,2019-10-31,147,-114.229,51.68864,POINT_10_201910_AB_CORN,FALSE
50,11,Alberta,AB,corn,2019-06-01,2019-06-30,147,-114.217,51.66799,POINT_11_201906_AB_CORN,FALSE
51,11,Alberta,AB,corn,2019-07-01,2019-07-31,147,-114.217,51.66799,POINT_11_201907_AB_CORN,TRUE
52,11,Alberta,AB,corn,2019-08-01,2019-08-31,147,-114.217,51.66799,POINT_11_201908_AB_CORN,TRUE
53,11,Alberta,AB,corn,2019-09-01,2019-09-30,147,-114.217,51.66799,POINT_11_201909_AB_CORN,TRUE
54,11,Alberta,AB,corn,2019-10-01,2019-10-31,147,-114.217,51.66799,POINT_11_201910_AB_CORN,FALSE
55,12,Alberta,AB,barley,2019-06-01,2019-06-30,133,-114.2013758,52.25236355,POINT_12_201906_AB_BARLEY,FALSE
56,12,Alberta,AB,barley,2019-07-01,2019-07-31,133,-114.2013758,52.25236355,POINT_12_201907_AB_BARLEY,TRUE
57,12,Alberta,AB,barley,2019-08-01,2019-08-31,133,-114.2013758,52.25236355,POINT_12_201908_AB_BARLEY,TRUE
58,12,Alberta,AB,barley,2019-09-01,2019-09-30,133,-114.2013758,52.25236355,POINT_12_201909_AB_BARLEY,TRUE
59,12,Alberta,AB,barley,2019-10-01,2019-10-31,133,-114.2013758,52.25236355,POINT_12_201910_AB_BARLEY,TRUE
60,13,Alberta,AB,barley,2019-06-01,2019-06-30,133,-114.1762336,51.45206589,POINT_13_201906_AB_BARLEY,FALSE
61,13,Alberta,AB,barley,2019-07-01,2019-07-31,133,-114.1762336,51.45206589,POINT_13_201907_AB_BARLEY,TRUE
62,13,Alberta,AB,barley,2019-08-01,2019-08-31,133,-114.1762336,51.45206589,POINT_13_201908_AB_BARLEY,TRUE
63,13,Alberta,AB,barley,2019-09-01,2019-09-30,133,-114.1762336,51.45206589,POINT_13_201909_AB_BARLEY,TRUE
64,13,Alberta,AB,barley,2019-10-01,2019-10-31,133,-114.1762336,51.45206589,POINT_13_201910_AB_BARLEY,FALSE
65,14,Alberta,AB,barley,2019-06-01,2019-06-30,133,-114.1645606,51.39426334,POINT_14_201906_AB_BARLEY,FALSE
66,14,Alberta,AB,barley,2019-07-01,2019-07-31,133,-114.1645606,51.39426334,POINT_14_201907_AB_BARLEY,TRUE
67,14,Alberta,AB,barley,2019-08-01,2019-08-31,133,-114.1645606,51.39426334,POINT_14_201908_AB_BARLEY,TRUE
68,14,Alberta,AB,barley,2019-09-01,2019-09-30,133,-114.1645606,51.39426334,POINT_14_201909_AB_BARLEY,TRUE
69,14,Alberta,AB,barley,2019-10-01,2019-10-31,133,-114.1645606,51.39426334,POINT_14_201910_AB_BARLEY,FALSE
70,15,Alberta,AB,corn,2019-06-01,2019-06-30,147,-114.163,52.43916,POINT_15_201906_AB_CORN,FALSE
71,15,Alberta,AB,corn,2019-07-01,2019-07-31,147,-114.163,52.43916,POINT_15_201907_AB_CORN,FALSE
72,15,Alberta,AB,corn,2019-08-01,2019-08-31,147,-114.163,52.43916,POINT_15_201908_AB_CORN,TRUE
73,15,Alberta,AB,corn,2019-09-01,2019-09-30,147,-114.163,52.43916,POINT_15_201909_AB_CORN,TRUE
74,15,Alberta,AB,corn,2019-10-01,2019-10-31,147,-114.163,52.43916,POINT_15_201910_AB_CORN,TRUE
75,16,Alberta,AB,corn,2019-06-01,2019-06-30,147,-114.153,51.76992,POINT_16_201906_AB_CORN,FALSE
76,16,Alberta,AB,corn,2019-07-01,2019-07-31,147,-114.153,51.76992,POINT_16_201907_AB_CORN,TRUE
77,16,Alberta,AB,corn,2019-08-01,2019-08-31,147,-114.153,51.76992,POINT_16_201908_AB_CORN,TRUE
78,16,Alberta,AB,corn,2019-09-01,2019-09-30,147,-114.153,51.76992,POINT_16_201909_AB_CORN,TRUE
79,16,Alberta,AB,corn,2019-10-01,2019-10-31,147,-114.153,51.76992,POINT_16_201910_AB_CORN,FALSE
80,17,Alberta,AB,barley,2019-06-01,2019-06-30,133,-114.1334973,52.5154398,POINT_17_201906_AB_BARLEY,FALSE
81,17,Alberta,AB,barley,2019-07-01,2019-07-31,133,-114.1334973,52.5154398,POINT_17_201907_AB_BARLEY,FALSE
82,17,Alberta,AB,barley,2019-08-01,2019-08-31,133,-114.1334973,52.5154398,POINT_17_201908_AB_BARLEY,TRUE
83,17,Alberta,AB,barley,2019-09-01,2019-09-30,133,-114.1334973,52.5154398,POINT_17_201909_AB_BARLEY,TRUE
84,17,Alberta,AB,barley,2019-10-01,2019-10-31,133,-114.1334973,52.5154398,POINT_17_201910_AB_BARLEY,TRUE
85,18,Alberta,AB,corn,2019-06-01,2019-06-30,147,-114.112,52.4536,POINT_18_201906_AB_CORN,FALSE
86,18,Alberta,AB,corn,2019-07-01,2019-07-31,147,-114.112,52.4536,POINT_18_201907_AB_CORN,FALSE
87,18,Alberta,AB,corn,2019-08-01,2019-08-31,147,-114.112,52.4536,POINT_18_201908_AB_CORN,TRUE
88,18,Alberta,AB,corn,2019-09-01,2019-09-30,147,-114.112,52.4536,POINT_18_201909_AB_CORN,TRUE
89,18,Alberta,AB,corn,2019-10-01,2019-10-31,147,-114.112,52.4536,POINT_18_201910_AB_CORN,TRUE
90,19,Alberta,AB,barley,2019-06-01,2019-06-30,133,-114.0948809,53.38542965,POINT_19_201906_AB_BARLEY,FALSE
91,19,Alberta,AB,barley,2019-07-01,2019-07-31,133,-114.0948809,53.38542965,POINT_19_201907_AB_BARLEY,FALSE
92,19,Alberta,AB,barley,2019-08-01,2019-08-31,133,-114.0948809,53.38542965,POINT_19_201908_AB_BARLEY,TRUE
93,19,Alberta,AB,barley,2019-09-01,2019-09-30,133,-114.0948809,53.38542965,POINT_19_201909_AB_BARLEY,TRUE
94,19,Alberta,AB,barley,2019-10-01,2019-10-31,133,-114.0948809,53.38542965,POINT_19_201910_AB_BARLEY,TRUE
95,20,Alberta,AB,corn,2019-06-01,2019-06-30,147,-114.089,51.66756,POINT_20_201906_AB_CORN,FALSE
96,20,Alberta,AB,corn,2019-07-01,2019-07-31,147,-114.089,51.66756,POINT_20_201907_AB_CORN,TRUE
97,20,Alberta,AB,corn,2019-08-01,2019-08-31,147,-114.089,51.66756,POINT_20_201908_AB_CORN,TRUE
98,20,Alberta,AB,corn,2019-09-01,2019-09-30,147,-114.089,51.66756,POINT_20_201909_AB_CORN,TRUE
99,20,Alberta,AB,corn,2019-10-01,2019-10-31,147,-114.089,51.66756,POINT_20_201910_AB_CORN,FALSE
100,21,Alberta,AB,corn,2019-06-01,2019-06-30,147,-114.078,51.65638,POINT_21_201906_AB_CORN,FALSE
101,21,Alberta,AB,corn,2019-07-01,2019-07-31,147,-114.078,51.65638,POINT_21_201907_AB_CORN,TRUE
102,21,Alberta,AB,corn,2019-08-01,2019-08-31,147,-114.078,51.65638,POINT_21_201908_AB_CORN,TRUE
103,21,Alberta,AB,corn,2019-09-01,2019-09-30,147,-114.078,51.65638,POINT_21_201909_AB_CORN,TRUE
104,21,Alberta,AB,corn,2019-10-01,2019-10-31,147,-114.078,51.65638,POINT_21_201910_AB_CORN,FALSE
105,22,Alberta,AB,corn,2019-06-01,2019-06-30,147,-114.077,51.76992,POINT_22_201906_AB_CORN,FALSE
106,22,Alberta,AB,corn,2019-07-01,2019-07-31,147,-114.077,51.76992,POINT_22_201907_AB_CORN,TRUE
107,22,Alberta,AB,corn,2019-08-01,2019-08-31,147,-114.077,51.76992,POINT_22_201908_AB_CORN,TRUE
108,22,Alberta,AB,corn,2019-09-01,2019-09-30,147,-114.077,51.76992,POINT_22_201909_AB_CORN,TRUE
109,22,Alberta,AB,corn,2019-10-01,2019-10-31,147,-114.077,51.76992,POINT_22_201910_AB_CORN,FALSE
110,23,Alberta,AB,corn,2019-06-01,2019-06-30,147,-114.075,51.64499,POINT_23_201906_AB_CORN,FALSE
111,23,Alberta,AB,corn,2019-07-01,2019-07-31,147,-114.075,51.64499,POINT_23_201907_AB_CORN,TRUE
112,23,Alberta,AB,corn,2019-08-01,2019-08-31,147,-114.075,51.64499,POINT_23_201908_AB_CORN,TRUE
113,23,Alberta,AB,corn,2019-09-01,2019-09-30,147,-114.075,51.64499,POINT_23_201909_AB_CORN,TRUE
114,23,Alberta,AB,corn,2019-10-01,2019-10-31,147,-114.075,51.64499,POINT_23_201910_AB_CORN,FALSE
115,24,Alberta,AB,corn,2019-06-01,2019-06-30,147,-114.068,51.79806,POINT_24_201906_AB_CORN,FALSE
116,24,Alberta,AB,corn,2019-07-01,2019-07-31,147,-114.068,51.79806,POINT_24_201907_AB_CORN,TRUE
117,24,Alberta,AB,corn,2019-08-01,2019-08-31,147,-114.068,51.79806,POINT_24_201908_AB_CORN,TRUE
118,24,Alberta,AB,corn,2019-09-01,2019-09-30,147,-114.068,51.79806,POINT_24_201909_AB_CORN,TRUE
119,24,Alberta,AB,corn,2019-10-01,2019-10-31,147,-114.068,51.79806,POINT_24_201910_AB_CORN,FALSE
120,25,Alberta,AB,barley,2019-06-01,2019-06-30,133,-114.0665466,52.0756958,POINT_25_201906_AB_BARLEY,FALSE
121,25,Alberta,AB,barley,2019-07-01,2019-07-31,133,-114.0665466,52.0756958,POINT_25_201907_AB_BARLEY,TRUE
122,25,Alberta,AB,barley,2019-08-01,2019-08-31,133,-114.0665466,52.0756958,POINT_25_201908_AB_BARLEY,TRUE
123,25,Alberta,AB,barley,2019-09-01,2019-09-30,133,-114.0665466,52.0756958,POINT_25_201909_AB_BARLEY,TRUE
124,25,Alberta,AB,barley,2019-10-01,2019-10-31,133,-114.0665466,52.0756958,POINT_25_201910_AB_BARLEY,FALSE
125,26,Alberta,AB,corn,2019-06-01,2019-06-30,147,-114.064,51.79116,POINT_26_201906_AB_CORN,FALSE
126,26,Alberta,AB,corn,2019-07-01,2019-07-31,147,-114.064,51.79116,POINT_26_201907_AB_CORN,TRUE
127,26,Alberta,AB,corn,2019-08-01,2019-08-31,147,-114.064,51.79116,POINT_26_201908_AB_CORN,TRUE
128,26,Alberta,AB,corn,2019-09-01,2019-09-30,147,-114.064,51.79116,POINT_26_201909_AB_CORN,TRUE
129,26,Alberta,AB,corn,2019-10-01,2019-10-31,147,-114.064,51.79116,POINT_26_201910_AB_CORN,FALSE
130,27,Alberta,AB,barley,2019-06-01,2019-06-30,133,-114.0624267,52.15159585,POINT_27_201906_AB_BARLEY,FALSE
131,27,Alberta,AB,barley,2019-07-01,2019-07-31,133,-114.0624267,52.15159585,POINT_27_201907_AB_BARLEY,TRUE
132,27,Alberta,AB,barley,2019-08-01,2019-08-31,133,-114.0624267,52.15159585,POINT_27_201908_AB_BARLEY,TRUE
133,27,Alberta,AB,barley,2019-09-01,2019-09-30,133,-114.0624267,52.15159585,POINT_27_201909_AB_BARLEY,TRUE
134,27,Alberta,AB,barley,2019-10-01,2019-10-31,133,-114.0624267,52.15159585,POINT_27_201910_AB_BARLEY,FALSE
135,28,Alberta,AB,corn,2019-06-01,2019-06-30,147,-114.041,51.78638,POINT_28_201906_AB_CORN,FALSE
136,28,Alberta,AB,corn,2019-07-01,2019-07-31,147,-114.041,51.78638,POINT_28_201907_AB_CORN,TRUE
137,28,Alberta,AB,corn,2019-08-01,2019-08-31,147,-114.041,51.78638,POINT_28_201908_AB_CORN,TRUE
138,28,Alberta,AB,corn,2019-09-01,2019-09-30,147,-114.041,51.78638,POINT_28_201909_AB_CORN,TRUE
139,28,Alberta,AB,corn,2019-10-01,2019-10-31,147,-114.041,51.78638,POINT_28_201910_AB_CORN,FALSE
140,29,Alberta,AB,corn,2019-06-01,2019-06-30,147,-114.033,51.77778,POINT_29_201906_AB_CORN,FALSE
141,29,Alberta,AB,corn,2019-07-01,2019-07-31,147,-114.033,51.77778,POINT_29_201907_AB_CORN,TRUE
142,29,Alberta,AB,corn,2019-08-01,2019-08-31,147,-114.033,51.77778,POINT_29_201908_AB_CORN,TRUE
143,29,Alberta,AB,corn,2019-09-01,2019-09-30,147,-114.033,51.77778,POINT_29_201909_AB_CORN,TRUE
144,29,Alberta,AB,corn,2019-10-01,2019-10-31,147,-114.033,51.77778,POINT_29_201910_AB_CORN,FALSE
145,30,Alberta,AB,barley,2019-06-01,2019-06-30,133,-113.9549695,52.43806833,POINT_30_201906_AB_BARLEY,FALSE
146,30,Alberta,AB,barley,2019-07-01,2019-07-31,133,-113.9549695,52.43806833,POINT_30_201907_AB_BARLEY,FALSE
147,30,Alberta,AB,barley,2019-08-01,2019-08-31,133,-113.9549695,52.43806833,POINT_30_201908_AB_BARLEY,TRUE
148,30,Alberta,AB,barley,2019-09-01,2019-09-30,133,-113.9549695,52.43806833,POINT_30_201909_AB_BARLEY,TRUE
149,30,Alberta,AB,barley,2019-10-01,2019-10-31,133,-113.9549695,52.43806833,POINT_30_201910_AB_BARLEY,TRUE
150,31,Alberta,AB,corn,2019-06-01,2019-06-30,147,-113.946,51.74045,POINT_31_201906_AB_CORN,FALSE
151,31,Alberta,AB,corn,2019-07-01,2019-07-31,147,-113.946,51.74045,POINT_31_201907_AB_CORN,TRUE
152,31,Alberta,AB,corn,2019-08-01,2019-08-31,147,-113.946,51.74045,POINT_31_201908_AB_CORN,FALSE
153,31,Alberta,AB,corn,2019-09-01,2019-09-30,147,-113.946,51.74045,POINT_31_201909_AB_CORN,TRUE
154,31,Alberta,AB,corn,2019-10-01,2019-10-31,147,-113.946,51.74045,POINT_31_201910_AB_CORN,FALSE
155,32,Alberta,AB,barley,2019-06-01,2019-06-30,133,-113.9419232,52.61936292,POINT_32_201906_AB_BARLEY,FALSE
156,32,Alberta,AB,barley,2019-07-01,2019-07-31,133,-113.9419232,52.61936292,POINT_32_201907_AB_BARLEY,FALSE
157,32,Alberta,AB,barley,2019-08-01,2019-08-31,133,-113.9419232,52.61936292,POINT_32_201908_AB_BARLEY,TRUE
158,32,Alberta,AB,barley,2019-09-01,2019-09-30,133,-113.9419232,52.61936292,POINT_32_201909_AB_BARLEY,TRUE
159,32,Alberta,AB,barley,2019-10-01,2019-10-31,133,-113.9419232,52.61936292,POINT_32_201910_AB_BARLEY,TRUE
160,33,Alberta,AB,corn,2019-06-01,2019-06-30,147,-113.934,52.65693,POINT_33_201906_AB_CORN,FALSE
161,33,Alberta,AB,corn,2019-07-01,2019-07-31,147,-113.934,52.65693,POINT_33_201907_AB_CORN,FALSE
162,33,Alberta,AB,corn,2019-08-01,2019-08-31,147,-113.934,52.65693,POINT_33_201908_AB_CORN,TRUE
163,33,Alberta,AB,corn,2019-09-01,2019-09-30,147,-113.934,52.65693,POINT_33_201909_AB_CORN,TRUE
164,33,Alberta,AB,corn,2019-10-01,2019-10-31,147,-113.934,52.65693,POINT_33_201910_AB_CORN,TRUE
165,34,Alberta,AB,corn,2019-06-01,2019-06-30,147,-113.934,53.27575,POINT_34_201906_AB_CORN,FALSE
166,34,Alberta,AB,corn,2019-07-01,2019-07-31,147,-113.934,53.27575,POINT_34_201907_AB_CORN,FALSE
167,34,Alberta,AB,corn,2019-08-01,2019-08-31,147,-113.934,53.27575,POINT_34_201908_AB_CORN,TRUE
168,34,Alberta,AB,corn,2019-09-01,2019-09-30,147,-113.934,53.27575,POINT_34_201909_AB_CORN,TRUE
169,34,Alberta,AB,corn,2019-10-01,2019-10-31,147,-113.934,53.27575,POINT_34_201910_AB_CORN,TRUE
170,35,Alberta,AB,corn,2019-06-01,2019-06-30,147,-113.929,52.77455,POINT_35_201906_AB_CORN,FALSE
171,35,Alberta,AB,corn,2019-07-01,2019-07-31,147,-113.929,52.77455,POINT_35_201907_AB_CORN,FALSE
172,35,Alberta,AB,corn,2019-08-01,2019-08-31,147,-113.929,52.77455,POINT_35_201908_AB_CORN,TRUE
173,35,Alberta,AB,corn,2019-09-01,2019-09-30,147,-113.929,52.77455,POINT_35_201909_AB_CORN,TRUE
174,35,Alberta,AB,corn,2019-10-01,2019-10-31,147,-113.929,52.77455,POINT_35_201910_AB_CORN,TRUE
175,36,Alberta,AB,barley,2019-06-01,2019-06-30,133,-113.926817,52.64311792,POINT_36_201906_AB_BARLEY,FALSE
176,36,Alberta,AB,barley,2019-07-01,2019-07-31,133,-113.926817,52.64311792,POINT_36_201907_AB_BARLEY,FALSE
177,36,Alberta,AB,barley,2019-08-01,2019-08-31,133,-113.926817,52.64311792,POINT_36_201908_AB_BARLEY,TRUE
178,36,Alberta,AB,barley,2019-09-01,2019-09-30,133,-113.926817,52.64311792,POINT_36_201909_AB_BARLEY,TRUE
179,36,Alberta,AB,barley,2019-10-01,2019-10-31,133,-113.926817,52.64311792,POINT_36_201910_AB_BARLEY,TRUE
180,37,Alberta,AB,barley,2019-06-01,2019-06-30,133,-113.9220894,51.81761054,POINT_37_201906_AB_BARLEY,FALSE
181,37,Alberta,AB,barley,2019-07-01,2019-07-31,133,-113.9220894,51.81761054,POINT_37_201907_AB_BARLEY,TRUE
182,37,Alberta,AB,barley,2019-08-01,2019-08-31,133,-113.9220894,51.81761054,POINT_37_201908_AB_BARLEY,FALSE
183,37,Alberta,AB,barley,2019-09-01,2019-09-30,133,-113.9220894,51.81761054,POINT_37_201909_AB_BARLEY,TRUE
184,37,Alberta,AB,barley,2019-10-01,2019-10-31,133,-113.9220894,51.81761054,POINT_37_201910_AB_BARLEY,FALSE
185,38,Alberta,AB,barley,2019-06-01,2019-06-30,133,-113.9192461,49.47712966,POINT_38_201906_AB_BARLEY,FALSE
186,38,Alberta,AB,barley,2019-07-01,2019-07-31,133,-113.9192461,49.47712966,POINT_38_201907_AB_BARLEY,TRUE
187,38,Alberta,AB,barley,2019-08-01,2019-08-31,133,-113.9192461,49.47712966,POINT_38_201908_AB_BARLEY,TRUE
188,38,Alberta,AB,barley,2019-09-01,2019-09-30,133,-113.9192461,49.47712966,POINT_38_201909_AB_BARLEY,TRUE
189,38,Alberta,AB,barley,2019-10-01,2019-10-31,133,-113.9192461,49.47712966,POINT_38_201910_AB_BARLEY,TRUE
190,39,Alberta,AB,barley,2019-06-01,2019-06-30,133,-113.9098151,51.33510071,POINT_39_201906_AB_BARLEY,FALSE
191,39,Alberta,AB,barley,2019-07-01,2019-07-31,133,-113.9098151,51.33510071,POINT_39_201907_AB_BARLEY,TRUE
192,39,Alberta,AB,barley,2019-08-01,2019-08-31,133,-113.9098151,51.33510071,POINT_39_201908_AB_BARLEY,TRUE
193,39,Alberta,AB,barley,2019-09-01,2019-09-30,133,-113.9098151,51.33510071,POINT_39_201909_AB_BARLEY,TRUE
194,39,Alberta,AB,barley,2019-10-01,2019-10-31,133,-113.9098151,51.33510071,POINT_39_201910_AB_BARLEY,TRUE
195,40,Alberta,AB,barley,2019-06-01,2019-06-30,133,-113.9093865,51.81654937,POINT_40_201906_AB_BARLEY,FALSE
196,40,Alberta,AB,barley,2019-07-01,2019-07-31,133,-113.9093865,51.81654937,POINT_40_201907_AB_BARLEY,TRUE
197,40,Alberta,AB,barley,2019-08-01,2019-08-31,133,-113.9093865,51.81654937,POINT_40_201908_AB_BARLEY,FALSE
198,40,Alberta,AB,barley,2019-09-01,2019-09-30,133,-113.9093865,51.81654937,POINT_40_201909_AB_BARLEY,TRUE
199,40,Alberta,AB,barley,2019-10-01,2019-10-31,133,-113.9093865,51.81654937,POINT_40_201910_AB_BARLEY,FALSE
200,41,Alberta,AB,corn,2019-06-01,2019-06-30,147,-113.909,52.3972,POINT_41_201906_AB_CORN,FALSE
201,41,Alberta,AB,corn,2019-07-01,2019-07-31,147,-113.909,52.3972,POINT_41_201907_AB_CORN,FALSE
202,41,Alberta,AB,corn,2019-08-01,2019-08-31,147,-113.909,52.3972,POINT_41_201908_AB_CORN,TRUE
203,41,Alberta,AB,corn,2019-09-01,2019-09-30,147,-113.909,52.3972,POINT_41_201909_AB_CORN,FALSE
204,41,Alberta,AB,corn,2019-10-01,2019-10-31,147,-113.909,52.3972,POINT_41_201910_AB_CORN,FALSE
205,42,Alberta,AB,corn,2019-06-01,2019-06-30,147,-113.906,51.75667,POINT_42_201906_AB_CORN,FALSE
206,42,Alberta,AB,corn,2019-07-01,2019-07-31,147,-113.906,51.75667,POINT_42_201907_AB_CORN,TRUE
207,42,Alberta,AB,corn,2019-08-01,2019-08-31,147,-113.906,51.75667,POINT_42_201908_AB_CORN,FALSE
208,42,Alberta,AB,corn,2019-09-01,2019-09-30,147,-113.906,51.75667,POINT_42_201909_AB_CORN,TRUE
209,42,Alberta,AB,corn,2019-10-01,2019-10-31,147,-113.906,51.75667,POINT_42_201910_AB_CORN,FALSE
210,43,Alberta,AB,corn,2019-06-01,2019-06-30,147,-113.893,51.74938,POINT_43_201906_AB_CORN,FALSE
211,43,Alberta,AB,corn,2019-07-01,2019-07-31,147,-113.893,51.74938,POINT_43_201907_AB_CORN,TRUE
212,43,Alberta,AB,corn,2019-08-01,2019-08-31,147,-113.893,51.74938,POINT_43_201908_AB_CORN,FALSE
213,43,Alberta,AB,corn,2019-09-01,2019-09-30,147,-113.893,51.74938,POINT_43_201909_AB_CORN,TRUE
214,43,Alberta,AB,corn,2019-10-01,2019-10-31,147,-113.893,51.74938,POINT_43_201910_AB_CORN,FALSE
